Date,Open,High,Low,Close,Volume,Dividend,Split,Adj_Open,Adj_High,Adj_Low,Adj_Close,Adj_Volume
2017-12-11,104.87,106.84,104.77,106.83,7433971.0,0.0,1.0,102.59100136910621,104.51819000930016,102.4931745345786,104.5084073258474,7433971.0
2017-12-08,104.91,104.98,104.0775,104.23,6535950.0,0.84,1.0,102.63013210291724,102.69861088708659,101.8157237054749,101.9649096281295,6535950.0
2017-12-07,105.74,106.0,104.49,105.26,9945638.0,0.0,1.0,102.6151093944838,102.86742572172577,101.4020501288974,102.14929463649864,9945638.0
2017-12-06,107.17,107.99,105.36,105.46,8117723.0,0.0,1.0,104.00284919431463,104.79861607253929,102.24633937774554,102.34338411899245,8117723.0
2017-12-05,109.53,110.04,106.52,107.22,13054151.0,0.0,1.0,106.29310508774174,106.78803326810099,103.37205837620971,104.05137156493808,13054151.0
2017-12-04,106.5,112.67,106.5,110.22,17822480.0,0.0,1.0,103.35264942796033,109.34030996289474,103.35264942796033,106.96271380234542,17822480.0
2017-12-01,104.58,105.85,103.87,105.25,9258268.0,0.0,1.0,101.48939039601963,102.7218586098554,100.80037273316657,102.13959016237393,9258268.0
2017-11-30,105.36,105.71,104.465,104.82,9948944.0,0.0,1.0,102.24633937774554,102.58599597210973,101.37778894358568,101.72229777501221,9948944.0
2017-11-29,103.5,106.26,103.43,105.24,14500647.0,0.0,1.0,100.44130719055299,103.11974204896774,100.37337587168017,102.12988568824925,14500647.0
2017-11-28,102.56,103.875,102.17,103.41,8401145.0,0.0,1.0,99.52908662283203,100.8052249702289,99.15061213196908,100.35396692343078,8401145.0
2017-11-27,102.63,102.97,102.38,102.79,4007433.0,0.0,1.0,99.59701794170486,99.92697006194436,99.35440608858758,99.75228952769993,4007433.0
2017-11-24,102.91,102.92,102.45,102.64,2217591.0,0.0,1.0,99.86874321719621,99.87844769132091,99.42233740746043,99.60672241582955,2217591.0
2017-11-22,103.22,103.32,102.69,102.74,4140480.0,0.0,1.0,100.16958191506164,100.26662665630855,99.65524478645301,99.70376715707647,4140480.0
2017-11-21,102.97,103.17,102.79,103.0,5725938.0,0.0,1.0,99.92697006194436,100.12105954443818,99.75228952769993,99.95608348431844,5725938.0
2017-11-20,103.42,103.42,102.7,102.75,5112070.0,0.0,1.0,100.36367139755546,100.36367139755546,99.6649492605777,99.71347163120116,5112070.0
2017-11-17,103.22,103.99,102.971,103.44,7500834.0,0.0,1.0,100.16958191506164,100.91682642266285,99.92794050935683,100.38308034580484,7500834.0
2017-11-16,103.63,103.98,102.76,103.6,6362493.0,0.0,1.0,100.56746535417398,100.90712194853818,99.72317610532585,100.5383519317999,6362493.0
2017-11-15,102.75,103.96,102.4488,103.69,5691471.0,0.0,1.0,99.71347163120116,100.88771300028878,99.42117287056547,100.62569219892212,5691471.0
2017-11-14,104.57,104.57,103.0,103.17,6928761.0,0.0,1.0,101.47968592189494,101.47968592189494,99.95608348431844,100.12105954443818,6928761.0
2017-11-13,104.14,105.14,103.98,104.74,7855962.0,0.0,1.0,101.06239353453323,102.03284094700234,100.90712194853818,101.64466198201468,7855962.0
2017-11-10,104.99,106.24,104.08,104.78,16699680.0,0.0,1.0,101.88727383513196,103.10033310071834,101.00416668978508,101.68347987851345,16699680.0
2017-11-09,100.83,103.91,100.8,102.68,12086586.0,0.0,1.0,97.85021259926046,100.83919062966532,97.82109917688639,99.64554031232832,12086586.0
2017-11-08,101.88,102.0,100.42,101.18,7927589.0,0.0,1.0,98.86918238235303,98.98563607184933,97.45232916014814,98.18986919362466,7927589.0
2017-11-07,101.29,102.9,100.74,101.61,12177479.0,0.0,1.0,98.29661840899627,99.85903874307154,97.76287233213824,98.60716158098637,12177479.0
2017-11-06,98.37,101.13,98.35,100.64,14727506.0,0.0,1.0,95.46291196458645,98.1413468230012,95.44350301633706,97.66582759089134,14727506.0
2017-11-03,98.36,99.3799,97.9,98.64,5417459.0,0.0,1.0,95.45320749046176,96.44296680643902,95.00680168072597,95.72493276595311,5417459.0
2017-11-02,98.87,99.12,98.015,98.35,6798658.0,0.0,1.0,95.94813567082102,96.19074752393828,95.11840313315992,95.44350301633706,6798658.0
2017-11-01,98.13,99.46,98.0,99.03,6920435.0,0.0,1.0,95.23000458559386,96.52069964417778,95.10384642197288,96.10340725681607,6920435.0
2017-10-31,97.94,98.086,97.3842,97.81,5701674.0,0.0,1.0,95.04561957722473,95.18730489944522,94.50624490537442,94.91946141360376,5701674.0
2017-10-30,98.12,98.33,97.7025,98.04,7092777.0,0.0,1.0,95.22030011146919,95.42409406808768,94.81513831676332,95.14266431847165,7092777.0
2017-10-27,97.9,98.36,96.89,98.31,7868685.0,0.0,1.0,95.00680168072597,95.45320749046176,94.02664979413217,95.4046851198383,7868685.0
2017-10-26,97.58,99.48,97.25,98.56,6167314.0,0.0,1.0,94.69625850873585,96.54010859242717,94.37601086262104,95.64729697295559,6167314.0
2017-10-25,98.05,98.22,97.45,97.78,4094746.0,0.0,1.0,95.15236879259633,95.31734485271609,94.57010034511487,94.89034799122967,4094746.0
2017-10-24,98.52,98.86,98.06,98.29,4965937.0,0.0,1.0,95.60847907645682,95.93843119669631,95.16207326672102,95.38527617158893,4965937.0
2017-10-23,99.12,99.18,98.63,98.7,5887981.0,0.0,1.0,96.19074752393828,96.24897436868643,95.71522829182841,95.78315961070126,5887981.0
2017-10-20,99.45,99.66,98.94,99.4,5938716.0,0.0,1.0,96.51099517005309,96.7147891266716,96.01606698969384,96.46247279942965,5938716.0
2017-10-19,98.19,99.3,98.1148,99.01,5633912.0,0.0,1.0,95.28823143034201,96.36542805818273,95.21525378492434,96.08399830856669,5633912.0
2017-10-18,98.36,98.49,97.55,98.25,5404326.0,0.0,1.0,95.45320749046176,95.57936565408274,94.66714508636178,95.34645827509016,5404326.0
2017-10-17,98.4,98.47,97.86,98.36,5941276.0,0.0,1.0,95.49202538696053,95.55995670583336,94.9679837842272,95.45320749046176,5941276.0
2017-10-16,97.64,98.27,97.54,98.13,4911623.0,0.0,1.0,94.754485353484,95.36586722333954,94.6574406122371,95.23000458559386,4911623.0
2017-10-13,96.8,97.68,96.8,97.38,6857964.0,0.0,1.0,93.93930952700994,94.79330324998277,93.93930952700994,94.50216902624203,6857964.0
2017-10-12,97.56,97.8158,96.81,96.93,11018249.0,0.0,1.0,94.67684956048647,94.92509000859607,93.94901400113464,94.06546769063094,11018249.0
2017-10-11,99.58,99.58,98.045,98.55,7983887.0,0.0,1.0,96.63715333367408,96.63715333367408,95.147516555534,95.63759249883088,7983887.0
2017-10-10,99.99,100.07,98.6639,99.58,7704137.0,0.0,1.0,97.03503677278641,97.11267256578394,95.74812645911112,96.63715333367408,7704137.0
2017-10-09,100.81,100.98,99.45,99.57,5427794.0,0.0,1.0,97.83080365101108,97.99577971113084,96.51099517005309,96.62744885954938,5427794.0
2017-10-06,99.95,100.27,99.34,100.07,4360012.0,0.0,1.0,96.99621887628766,97.30676204827776,96.4042459546815,97.11267256578394,4360012.0
2017-10-05,100.64,100.87,100.02,100.11,4736650.0,0.0,1.0,97.66582759089134,97.88903049575923,97.06415019516048,97.15149046228271,4736650.0
2017-10-04,100.74,100.93,100.2,100.55,5125736.0,0.0,1.0,97.76287233213824,97.94725734050738,97.23883072940492,97.57848732376911,5125736.0
2017-10-03,100.05,100.85,99.91,100.79,5447569.0,0.0,1.0,97.09326361753456,97.86962154750984,96.95740097978889,97.8113947027617,5447569.0
2017-10-02,99.31,100.44,99.11,99.86,6923319.0,0.0,1.0,96.37513253230742,97.47173810839752,96.1810430498136,96.90887860916543,6923319.0
2017-09-29,97.89,98.59,97.66,98.57,8185228.0,0.0,1.0,94.99709720660128,95.67641039532965,94.77389430173338,95.65700144708026,8185228.0
2017-09-28,98.77,99.05,98.0,98.05,7149480.0,0.0,1.0,95.8510909295741,96.12281620506545,95.10384642197288,95.15236879259633,7149480.0
2017-09-27,98.97,99.525,98.02,99.24,7596359.0,0.0,1.0,96.04518041206792,96.58377872598828,95.12325537022225,96.30720121343458,7596359.0
2017-09-26,99.64,99.74,98.61,98.63,6220082.0,0.0,1.0,96.69538017842223,96.79242491966913,95.69581934357903,95.71522829182841,6220082.0
2017-09-25,98.6,99.645,98.42,99.57,7490065.0,0.0,1.0,95.68611486945434,96.70023241548456,95.51143433520991,96.62744885954938,7490065.0
2017-09-22,98.55,98.99,98.53,98.6,6357361.0,0.0,1.0,95.63759249883088,96.0645893603173,95.6181835505815,95.68611486945434,6357361.0
2017-09-21,99.19,99.39,98.75,98.89,4957992.0,0.0,1.0,96.25867884281112,96.45276832530494,95.83168198132472,95.9675446190704,4957992.0
2017-09-20,98.76,99.28,98.62,99.21,6458824.0,0.0,1.0,95.84138645544941,96.34601910993335,95.70552381770374,96.2780877910605,6458824.0
2017-09-19,98.23,98.67,98.08,98.43,6970280.0,0.0,1.0,95.32704932684078,95.7540461883272,95.18148221497042,95.5211388093346,6970280.0
2017-09-18,98.39,98.72,97.72,98.1,7013634.0,0.0,1.0,95.48232091283583,95.80256855895064,94.83212114648153,95.2008911632198,7013634.0
2017-09-15,98.05,98.9299,98.0,98.52,23870293.0,0.0,1.0,95.15236879259633,96.00626547082791,95.10384642197288,95.60847907645682,23870293.0
2017-09-14,98.79,98.84,97.5375,97.9,9709529.0,0.0,1.0,95.87049987782349,95.91902224844694,94.6550144937059,95.00680168072597,9709529.0
2017-09-13,98.24,98.9491,98.02,98.82,7615303.0,0.0,1.0,95.33675380096547,96.02489806114731,95.12325537022225,95.89961330019754,7615303.0
2017-09-12,97.59,98.36,97.125,97.89,9150144.0,0.0,1.0,94.70596298286056,95.45320749046176,94.25470493606241,94.99709720660128,9150144.0
2017-09-11,97.9,98.02,96.96,97.09,9610290.0,0.0,1.0,95.00680168072597,95.12325537022225,94.094581113005,94.22073927662599,9610290.0
2017-09-08,96.49,97.49,96.26,97.07,13147662.0,0.0,1.0,93.63847082914452,94.60891824161364,93.41526792427663,94.2013303283766,13147662.0
2017-09-07,101.55,101.86,96.2,97.06,26413091.0,0.0,1.0,98.54893473623822,98.84977343410365,93.35704107952849,94.19162585425192,26413091.0
2017-09-06,101.76,102.035,100.89,101.5,7530956.0,0.0,1.0,98.75272869285675,99.01960173128575,97.90843944400861,98.50041236561476,7530956.0
2017-09-05,102.0,102.55,100.9,101.6,9592925.0,0.0,1.0,98.98563607184933,99.51938214870734,97.91814391813331,98.59745710686168,9592925.0
2017-09-01,101.65,101.92,101.36,101.5,7827433.0,0.0,1.0,98.64597947748514,98.9080002788518,98.36454972786909,98.50041236561476,7827433.0
2017-08-31,103.0,103.19,101.0,101.2,9823832.0,0.0,1.0,99.95608348431844,100.14046849268756,98.01518865938021,98.20927814187404,9823832.0
2017-08-30,102.48,103.45,102.48,102.87,6573211.0,0.0,1.0,99.4514508298345,100.39278481992955,99.4514508298345,99.82992532069746,6573211.0
2017-08-29,102.0,102.99,101.82,102.57,6011231.0,0.0,1.0,98.98563607184933,99.94637901019374,98.81095553760488,99.53879109695671,6011231.0
2017-08-28,102.49,102.85,102.08,102.56,5630275.0,0.0,1.0,99.46115530395919,99.81051637244806,99.06327186484685,99.52908662283203,5630275.0
2017-08-25,101.69,102.685,101.56,102.41,6186933.0,0.0,1.0,98.6847973739839,99.65039254939067,98.55863921036291,99.38351951096166,6186933.0
2017-08-24,101.82,102.03,101.43,101.52,6976343.0,0.0,1.0,98.81095553760488,99.0147494942234,98.43248104674194,98.51982131386414,6976343.0
2017-08-23,102.48,102.98,101.48,101.5,5954375.0,0.0,1.0,99.4514508298345,99.93667453606906,98.48100341736539,98.50041236561476,5954375.0
2017-08-22,101.41,102.91,101.17,102.77,6888259.0,0.0,1.0,98.41307209849255,99.86874321719621,98.18016471949997,99.73288057945054,6888259.0
2017-08-21,100.64,101.42,100.53,101.17,6492603.0,0.0,1.0,97.66582759089134,98.42277657261724,97.55907837551973,98.18016471949997,6492603.0
2017-08-18,101.32,101.7425,100.66,100.7,6893916.0,0.0,1.0,98.32573183137032,98.73574586313853,97.68523653914072,97.72405443563949,6893916.0
2017-08-17,102.24,102.585,101.34,101.38,6612443.0,0.0,1.0,99.2185434508419,99.55334780814376,98.34514077961971,98.38395867611847,6612443.0
2017-08-16,101.84,102.65,101.72,102.2,6698347.0,0.0,1.0,98.83036448585428,99.61642688995425,98.71391079635798,99.17972555434315,6698347.0
2017-08-15,101.63,102.1,101.36,101.51,8868514.0,0.0,1.0,98.62657052923575,99.08268081309623,98.36454972786909,98.51011683973947,8868514.0
2017-08-14,102.8,102.81,101.26,101.4,9707297.0,0.0,1.0,99.76199400182462,99.77169847594931,98.26750498662219,98.40336762436786,9707297.0
2017-08-11,101.25,102.51,101.03,101.99,9410408.0,0.0,1.0,98.2578005124975,99.48056425220858,98.0443020817543,98.97593159772462,9410408.0
2017-08-10,102.5,102.82,101.22,101.35,12255261.0,0.0,1.0,99.47085977808388,99.781402950074,98.22868709012342,98.3548452537444,12255261.0
2017-08-09,100.71,103.0,100.5,102.83,27877607.0,0.0,1.0,97.73375890976416,99.95608348431844,97.52996495314567,99.79110742419869,27877607.0
2017-08-08,106.55,107.14,106.175,106.98,9787086.0,0.0,1.0,103.40117179858377,103.97373577194055,103.03725401890786,103.8184641859455,9787086.0
2017-08-07,107.59,107.65,106.11,106.35,8093098.0,0.0,1.0,104.41043710755166,104.4686639522998,102.97417493709737,103.20708231608995,8093098.0
2017-08-04,108.23,108.5,107.32,107.69,8503837.0,0.0,1.0,105.0315234515319,105.29354425289854,104.14841630618498,104.50748184879856,8503837.0
2017-08-03,108.52,109.17,108.045,109.12,6892648.0,0.0,1.0,105.31295320114792,105.94374401925285,104.8519906802251,105.8952216486294,6892648.0
2017-08-02,109.88,109.88,107.52,108.67,8812748.0,0.0,1.0,106.63276168210592,106.63276168210592,104.34250578867882,105.4585203130183,8812748.0
2017-08-01,109.98,110.83,109.95,110.61,5987217.0,0.0,1.0,106.72980642335284,107.55468672395158,106.70069300097876,107.34118829320838,5987217.0
2017-07-31,110.02,110.14,109.34,109.93,6815349.0,0.0,1.0,106.7686243198516,106.8850780093479,106.1087200793726,106.68128405272938,6815349.0
2017-07-28,109.98,110.19,109.665,109.96,4864456.0,0.0,1.0,106.72980642335284,106.93360037997134,106.42411548842507,106.71039747510345,4864456.0
2017-07-27,107.69,110.0,107.44,110.0,10468680.0,0.0,1.0,104.50748184879856,106.74921537160222,104.26486999568128,106.74921537160222,10468680.0
2017-07-26,106.55,107.03,106.31,106.94,4149006.0,0.0,1.0,103.40117179858377,103.86698655656896,103.1682644195912,103.77964628944673,4149006.0
2017-07-25,107.6,107.74,106.2,106.42,5394699.0,0.0,1.0,104.42014158167635,104.55600421942202,103.06151520421959,103.2750136349628,5394699.0
2017-07-24,107.31,107.535,106.9,107.0,4615188.0,0.0,1.0,104.13871183206031,104.35706249986585,103.74082839294798,103.83787313419488,4615188.0
2017-07-21,107.1,107.33,106.805,107.09,4328517.0,0.0,1.0,103.93491787544178,104.15812078030969,103.64863588876341,103.92521340131711,4328517.0
2017-07-20,106.99,107.71,106.7499,107.36,6185500.0,0.0,1.0,103.82816866007019,104.52689079704794,103.59516423633636,104.18723420268375,6185500.0
2017-07-19,106.13,106.87,106.05,106.82,5789363.0,0.0,1.0,102.99358388534675,103.7117149705739,102.91594809234923,103.66319259995043,5789363.0
2017-07-18,104.6,105.8,104.31,105.75,5740471.0,0.0,1.0,101.50879934426901,102.67333623923194,101.22736959465297,102.6248138686085,5740471.0
2017-07-17,105.17,105.42,104.71,104.79,3973789.0,0.0,1.0,102.06195436937641,102.30456622249369,101.61554855964062,101.69318435263816,3973789.0
2017-07-14,104.43,105.25,104.41,105.09,4370311.0,0.0,1.0,101.34382328414927,102.13959016237393,101.32441433589987,101.98431857637888,4370311.0
2017-07-13,104.45,105.34,104.04,104.29,5339465.0,0.0,1.0,101.36323223239864,102.22693042949616,100.96534879328632,101.20796064640359,5339465.0
2017-07-12,104.34,104.65,103.645,104.38,5203285.0,0.0,1.0,101.25648301702705,101.55732171489248,100.58202206536102,101.29530091352581,5203285.0
2017-07-11,103.6,104.19,103.188,103.84,4557336.0,0.0,1.0,100.5383519317999,101.11091590515667,100.13852759786263,100.77125931079249,4557336.0
2017-07-10,103.3,103.91,102.87,103.59,4421270.0,0.0,1.0,100.24721770805917,100.83919062966532,99.82992532069746,100.52864745767522,4421270.0
2017-07-07,103.51,103.73,102.72,103.32,6030928.0,0.0,1.0,100.4510116646777,100.6645100954209,99.68435820882708,100.26662665630855,6030928.0
2017-07-06,104.61,104.69,102.94,103.35,8690802.0,0.78,1.0,101.51850381839371,101.59613961139124,99.89785663957029,100.29574007868263,8690802.0
2017-07-05,107.83,107.85,105.29,105.63,8049724.0,0.0,1.0,103.85949920949147,103.8787627723607,101.41302672509838,101.7405072938754,8049724.0
2017-07-03,106.76,108.62,106.76,107.46,5399537.0,0.0,1.0,102.8288985959873,104.62040994282634,102.8288985959873,103.50312329641058,5399537.0
2017-06-30,106.25,106.56,105.5,106.25,5113791.0,0.0,1.0,102.33767774282174,102.63626296729493,101.61529413522535,102.33767774282174,5113791.0
2017-06-29,106.8,107.41,105.33,105.71,7268675.0,0.0,1.0,102.86742572172577,103.45496438923749,101.45155385083685,101.81756154535233,7268675.0
2017-06-28,106.02,107.54,104.52,106.86,7874336.0,0.0,1.0,102.11614676982552,103.58017754788754,100.67137955463274,102.92521641033348,7874336.0
2017-06-27,105.33,106.145,105.14,105.41,5694473.0,0.0,1.0,101.45155385083685,102.23654403775825,101.2685500035791,101.52860810231378,5694473.0
2017-06-26,104.6,105.85,104.56,105.57,5866969.0,0.0,1.0,100.74843380610969,101.952406485437,100.70990668037122,101.68271660526767,5866969.0
2017-06-23,103.83,104.58,103.17,104.36,18147866.0,0.0,1.0,100.00678663564406,100.72917024324045,99.37108906095925,100.51727105167885,18147866.0
2017-06-22,104.71,104.77,104.09,104.22,6155991.0,0.0,1.0,100.85438340189049,100.9121740904982,100.25721295294414,100.38242611159419,6155991.0
2017-06-21,104.39,105.08,103.54,104.8,7765661.0,0.0,1.0,100.5461663959827,101.21075931497137,99.72746497404013,100.94106943480206,7765661.0
2017-06-20,105.07,105.3,103.81,103.94,7895674.0,0.0,1.0,101.20112753353675,101.42265850653298,99.98752307277483,100.11273623142486,7895674.0
2017-06-19,105.6,106.0,105.185,105.37,5955769.0,0.0,1.0,101.71161194957153,102.09688320695628,101.31189302003487,101.49008097657531,5955769.0
2017-06-16,106.28,106.35,104.765,105.51,8683368.0,0.0,1.0,102.3665730871256,102.43399555716792,100.9073581997809,101.62492591665998,8683368.0
2017-06-15,105.94,106.16,105.23,105.98,5309916.0,0.0,1.0,102.03909251834857,102.25099170991018,101.35523603649067,102.07761964408705,5309916.0
2017-06-14,106.95,107.01,105.76,106.14,4780294.0,0.0,1.0,103.01190244324505,103.06969313185276,101.86572045252544,102.23172814704094,4780294.0
2017-06-13,107.14,107.26,106.16,106.56,4918936.0,0.0,1.0,103.19490629050279,103.31048766771822,102.25099170991018,102.63626296729493,4918936.0
2017-06-12,105.89,107.2,105.89,107.04,8049428.0,0.0,1.0,101.99093361117548,103.25269697911051,101.99093361117548,103.0985884761566,8049428.0
2017-06-09,104.28,105.92,104.08,105.62,9392516.0,0.0,1.0,100.4402168002019,102.01982895547934,100.24758117150952,101.73087551244078,9392516.0
2017-06-08,105.47,105.56,104.16,104.32,11002357.0,0.0,1.0,101.58639879092149,101.67308482383307,100.32463542298647,100.47874392594036,11002357.0
2017-06-07,105.79,106.25,105.54,105.92,5777681.0,0.0,1.0,101.8946157968293,102.33767774282174,101.65382126096384,102.01982895547934,5777681.0
2017-06-06,106.17,106.19,104.61,105.5,9589493.0,0.0,1.0,102.2606234913448,102.27988705421403,100.75806558754431,101.61529413522535,9589493.0
2017-06-05,107.04,107.22,106.11,106.52,6372827.0,0.0,1.0,103.0985884761566,103.27196054197974,102.20283280273708,102.59773584155644,6372827.0
2017-06-02,108.46,108.64,106.95,107.18,10875198.0,0.0,1.0,104.46630143987242,104.63967350569557,103.01190244324505,103.23343341624127,10875198.0
2017-06-01,107.73,108.21,107.17,108.21,5907339.0,0.0,1.0,103.7631813951453,104.22550690400696,103.22380163480665,104.22550690400696,5907339.0
2017-05-31,108.4,108.65,107.64,107.94,9963649.0,0.0,1.0,104.40851075126473,104.64930528713019,103.67649536223372,103.96544880527227,9963649.0
2017-05-30,108.49,108.6,107.9507,108.34,4813386.0,0.0,1.0,104.49519678417629,104.60114637995709,103.97575481140731,104.35072006265702,4813386.0
2017-05-26,107.71,108.49,107.48,108.41,6236779.0,0.0,1.0,103.74391783227604,104.49519678417629,103.52238685927982,104.41814253269933,6236779.0
2017-05-25,108.13,108.13,106.775,107.27,8029792.0,0.0,1.0,104.14845265253003,104.14845265253003,102.84334626813923,103.32011944915283,8029792.0
2017-05-24,107.15,107.825,106.93,107.71,4405185.0,0.0,1.0,103.20453807193742,103.85468331877416,102.99263888037581,103.74391783227604,4405185.0
2017-05-23,107.68,107.8,106.9142,107.02,7542646.0,0.0,1.0,103.71502248797219,103.83060386518761,102.9774206657091,103.07932491328737,7542646.0
2017-05-22,107.65,108.2,107.41,107.63,5486649.0,0.0,1.0,103.68612714366834,104.21587512257236,103.45496438923749,103.66686358079909,5486649.0
2017-05-19,106.76,107.86,106.7,107.52,6336651.0,0.0,1.0,102.8288985959873,103.88839455379532,102.77110790737959,103.56091398501829,6336651.0
2017-05-18,105.98,107.31,105.98,106.68,6532185.0,0.0,1.0,102.07761964408705,103.35864657489131,102.07761964408705,102.75184434451035,6532185.0
2017-05-17,106.0,106.63,105.23,106.31,12763221.0,0.0,1.0,102.09688320695628,102.70368543733724,101.35523603649067,102.39546843142946,12763221.0
2017-05-16,109.12,109.23,107.82,107.98,10047055.0,0.0,1.0,105.10199901455726,105.20794861033806,103.84986742805684,104.00397593101076,10047055.0
2017-05-15,109.73,110.08,109.12,109.13,6218837.0,0.0,1.0,105.68953768206899,106.02665003228063,105.10199901455726,105.11163079599187,6218837.0
2017-05-12,109.8,109.89,109.27,109.69,5067654.0,0.0,1.0,105.75696015211132,105.84364618502289,105.24647573607653,105.65101055633052,5067654.0
2017-05-11,109.74,110.005,108.5,109.58,8021280.0,0.0,1.0,105.69916946350361,105.95441167152099,104.50482856561091,105.5450609605497,8021280.0
2017-05-10,109.0,109.66,108.13,109.66,17061077.0,0.0,1.0,104.98641763734183,105.62211521202666,104.14845265253003,105.62211521202666,17061077.0
2017-05-09,111.55,112.1457,110.35,112.07,9337351.0,0.0,1.0,107.44252190316955,108.01628712322979,106.28670813101533,107.94337453776971,9337351.0
2017-05-08,112.39,112.39,111.0,111.42,5980139.0,0.0,1.0,108.25159154367752,108.25159154367752,106.91277392426554,107.31730874451952,5980139.0
2017-05-05,111.49,112.15,110.92,111.99,5871354.0,0.0,1.0,107.38473121456184,108.02042878924668,106.8357196727886,107.86632028629276,5871354.0
2017-05-04,110.58,111.3,109.06,111.17,10690627.0,0.0,1.0,106.50823910401157,107.20172736730409,105.04420832594955,107.07651420865406,10690627.0
2017-05-03,114.03,114.09,111.18,111.62,11518391.0,0.0,1.0,109.83120369895495,109.88899438756266,107.08614599008868,107.5099443732119,11518391.0
2017-05-02,114.87,114.99,113.68,114.37,6604605.0,0.0,1.0,110.64027333946291,110.75585471667833,109.49409134874331,110.15868426773199,6604605.0
2017-05-01,115.59,115.61,114.72,114.73,4963309.0,0.0,1.0,111.33376160275544,111.35302516562467,110.49579661794363,110.50542839937825,4963309.0
2017-04-28,115.87,115.9,115.24,115.6,3987631.0,0.0,1.0,111.60345148292477,111.63234682722862,110.99664925254379,111.34339338419005,3987631.0
2017-04-27,115.8,116.1,115.39,115.84,3910767.0,0.0,1.0,111.53602901288242,111.82498245592097,111.14112597406307,111.5745561386209,3910767.0
2017-04-26,115.4,115.96,114.86,115.58,4809837.0,0.0,1.0,111.1507577554977,111.69013751583631,110.63064155802829,111.32412982132082,4809837.0
2017-04-25,113.73,115.52,113.68,115.18,6918330.0,0.0,1.0,109.5422502559164,111.2663391327131,109.49409134874331,110.93885856393608,6918330.0
2017-04-24,115.26,115.38,113.66,113.7,7294620.0,0.0,1.0,111.01591281541303,111.13149419262845,109.47482778587406,109.51335491161254,7294620.0
2017-04-21,114.38,115.12,114.27,114.44,6654516.0,0.0,1.0,110.16831604916659,110.88106787532837,110.06236645338579,110.2261067377743,6654516.0
2017-04-20,114.17,115.05,113.87,114.79,5278817.0,0.0,1.0,109.96604863903961,110.81364540528604,109.67709519600106,110.56321908798597,5278817.0
2017-04-19,114.56,115.0,113.54,113.73,5303424.0,0.0,1.0,110.34168811498974,110.76548649811295,109.35924640865865,109.5422502559164,5303424.0
2017-04-18,113.48,114.75,113.0,114.19,6191132.0,0.0,1.0,109.30145572005094,110.52469196224749,108.83913021118924,109.98531220190884,6191132.0
2017-04-17,113.33,113.94,113.22,113.78,5120176.0,0.0,1.0,109.15697899853166,109.74451766604338,109.05102940275086,109.59040916308949,5120176.0
2017-04-13,113.04,114.2501,112.99,113.2,6530791.0,0.0,1.0,108.87765733692773,110.0431992083309,108.82949842975462,109.03176583988161,6530791.0
2017-04-12,113.03,113.276,112.76,113.04,4086275.0,0.0,1.0,108.8680255554931,109.1049673787847,108.6079674567584,108.87765733692773,4086275.0
2017-04-11,113.68,113.83,112.5901,113.07,5230127.0,0.0,1.0,109.49409134874331,109.63856807026258,108.44432349018423,108.90655268123156,5230127.0
2017-04-10,112.8,112.89,112.04,112.43,4053564.0,0.0,1.0,108.64649458249687,108.73318061540844,107.91447919346587,108.29011866941599,4053564.0
2017-04-07,112.82,113.28,112.53,112.58,4300468.0,0.0,1.0,108.6657581453661,109.10882009135857,108.38643648376217,108.43459539093526,4300468.0
